Average Clustering Coefficient,Center,Radius,Medium Distance,Transitivity,Omega,Sigma
0.1651253164742771,"['Gianluca Demartini', 'Kevin Roitero', 'Michael Soprano', 'Stefano Mizzaro']",2,2.651742993848257,0.14793856103476152,-0.007552266673180097,0.9478197227529485
0.36515888444438865,"['Gianluca Demartini', 'Kevin Roitero', 'Michael Soprano', 'Stefano Mizzaro']",2,2.4473684210526314,0.1564327485380117,0.29169348983696297,0.9913566315751539
