average clustering coefficient,center,radius,medium distance,transitivity,omega,sigma
0.2506876018593844,"['Alessandro Checco', 'Damiano Spina', 'David La Barbera', 'Davide Ceolin', 'Eddy Maddalena', 'Falk Scholer', 'Gianluca Demartini', 'Kevin Roitero', 'Mark Sanderson', 'Michael Soprano', 'Stefano Mizzaro', 'Tim Draws', 'Vincenzo Della Mea']",2,2.3842105263157896,0.28850488354620585,0.0025433137913137838,0.9989551140544521
0.2506876018593844,"['Alessandro Checco', 'Damiano Spina', 'David La Barbera', 'Davide Ceolin', 'Eddy Maddalena', 'Falk Scholer', 'Gianluca Demartini', 'Kevin Roitero', 'Mark Sanderson', 'Michael Soprano', 'Stefano Mizzaro', 'Tim Draws', 'Vincenzo Della Mea']",2,2.3842105263157896,0.28850488354620585,0.002002584750334435,0.9991905813097868
