Degree Centrality,Betweenness Centrality,Closeness Centrality,Pagerank,Hubs,Authorities
0.013157894736842105,0.0,0.36363636363636365,0.005234698187034612,0.007166161887999888,0.0071661618879998844
0.013157894736842105,0.0,0.36893203883495146,0.00564970906011535,0.006556396277761332,0.00655639627776133
0.05263157894736842,0.0,0.4393063583815029,0.015760920994494918,0.02795222162857252,0.027952221628572516
0.02631578947368421,0.0,0.38,0.008528591769052123,0.0149117075213432,0.014911707521343208
0.02631578947368421,0.0,0.3958333333333333,0.009034146746492184,0.01343602863319832,0.013436028633198321
0.013157894736842105,0.0,0.35185185185185186,0.005789642049724969,0.005820286625503779,0.005820286625503779
0.02631578947368421,0.0,0.38,0.008528591769052123,0.0149117075213432,0.014911707521343208
0.013157894736842105,0.0,0.3671497584541063,0.005241945530069459,0.0077455456333433105,0.007745545633343317
0.013157894736842105,0.0,0.3438914027149321,0.005478724061431345,0.00648411782946799,0.006484117829467987
0.013157894736842105,0.0,0.3671497584541063,0.005503474633112789,0.00695191080373033,0.006951910803730331
0.013157894736842105,0.0,0.3671497584541063,0.005503474633112789,0.00695191080373033,0.006951910803730332
0.013157894736842105,0.0,0.36893203883495146,0.00564970906011535,0.006556396277761332,0.006556396277761332
0.013157894736842105,0.0,0.3438914027149321,0.005478724061431345,0.00648411782946799,0.006484117829467987
0.2763157894736842,0.3413224728487886,0.5390070921985816,0.0949311546139215,0.04893412909649859,0.04893412909649861
0.013157894736842105,0.0,0.3438914027149321,0.005478724061431345,0.00648411782946799,0.0064841178294679875
0.11842105263157894,0.0415889724310777,0.49673202614379086,0.034055874053855614,0.043469045121607354,0.043469045121607354
0.05263157894736842,0.0012865497076023388,0.41304347826086957,0.015275800067560996,0.02656608804100413,0.026566088041004132
0.013157894736842105,0.0,0.36893203883495146,0.00564970906011535,0.006556396277761332,0.00655639627776133
0.013157894736842105,0.0,0.36893203883495146,0.00564970906011535,0.006556396277761332,0.006556396277761332
0.2763157894736842,0.2734360902255639,0.5205479452054794,0.08723342627726263,0.05451529784697349,0.05451529784697352
0.013157894736842105,0.0,0.35185185185185186,0.005789642049724969,0.005820286625503779,0.005820286625503778
0.013157894736842105,0.0,0.3671497584541063,0.005503474633112789,0.00695191080373033,0.006951910803730324
0.013157894736842105,0.0,0.3438914027149321,0.005478724061431345,0.00648411782946799,0.006484117829467986
0.013157894736842105,0.0,0.3671497584541063,0.005503474633112789,0.00695191080373033,0.006951910803730341
0.05263157894736842,0.011578947368421055,0.4550898203592814,0.016169630430182717,0.02700186089204541,0.027001860892045416
0.013157894736842105,0.0,0.35185185185185186,0.005789642049724969,0.005820286625503779,0.005820286625503779
0.2763157894736842,0.3312690058479531,0.5801526717557252,0.09145296783478074,0.055122979761500296,0.055122979761500344
0.013157894736842105,0.0,0.3671497584541063,0.005503474633112789,0.00695191080373033,0.006951910803730335
0.013157894736842105,0.0,0.36363636363636365,0.005234698187034612,0.007166161887999888,0.007166161887999896
0.013157894736842105,0.0,0.36363636363636365,0.005234698187034612,0.007166161887999888,0.00716616188799989
0.013157894736842105,0.0,0.35185185185185186,0.005789642049724969,0.005820286625503779,0.005820286625503778
0.013157894736842105,0.0,0.3671497584541063,0.005241945530069459,0.0077455456333433105,0.007745545633343317
0.013157894736842105,0.0,0.36363636363636365,0.005234698187034612,0.007166161887999888,0.007166161887999891
0.013157894736842105,0.0,0.3333333333333333,0.005164588133181427,0.005170262690192942,0.005170262690192946
0.013157894736842105,0.0,0.35185185185185186,0.005789642049724969,0.005820286625503779,0.005820286625503781
0.013157894736842105,0.0,0.3438914027149321,0.005478724061431345,0.00648411782946799,0.006484117829467987
0.013157894736842105,0.0,0.35185185185185186,0.005789642049724969,0.005820286625503779,0.005820286625503779
0.013157894736842105,0.0,0.35185185185185186,0.005789642049724969,0.005820286625503779,0.005820286625503779
0.013157894736842105,0.0,0.36893203883495146,0.00564970906011535,0.006556396277761332,0.00655639627776133
0.2631578947368421,0.21626399331662483,0.5757575757575758,0.0775016796307573,0.06512076712580045,0.06512076712580046
0.013157894736842105,0.0,0.36893203883495146,0.00564970906011535,0.006556396277761332,0.006556396277761332
0.013157894736842105,0.0,0.35185185185185186,0.005789642049724969,0.005820286625503779,0.005820286625503765
0.02631578947368421,0.0,0.39790575916230364,0.009180381173494746,0.013040514107229322,0.013040514107229312
0.013157894736842105,0.0,0.3671497584541063,0.005503474633112789,0.00695191080373033,0.006951910803730331
0.013157894736842105,0.0,0.3671497584541063,0.005503474633112789,0.00695191080373033,0.006951910803730334
0.013157894736842105,0.0,0.3438914027149321,0.005478724061431345,0.00648411782946799,0.006484117829467997
0.013157894736842105,0.0,0.35185185185185186,0.005789642049724969,0.005820286625503779,0.005820286625503778
0.013157894736842105,0.0,0.3438914027149321,0.005478724061431345,0.00648411782946799,0.006484117829467987
0.013157894736842105,0.0,0.3671497584541063,0.005503474633112789,0.00695191080373033,0.0069519108037303335
0.039473684210526314,0.0,0.4222222222222222,0.01263895831680332,0.020517743062577417,0.020517743062577427
0.013157894736842105,0.0,0.3438914027149321,0.005478724061431345,0.00648411782946799,0.006484117829467987
0.23684210526315788,0.1961127819548873,0.5671641791044776,0.06959577890405749,0.06024959138905674,0.06024959138905676
0.013157894736842105,0.0,0.36893203883495146,0.00564970906011535,0.006556396277761332,0.0065563962777613295
0.013157894736842105,0.0,0.3671497584541063,0.005241945530069459,0.0077455456333433105,0.007745545633343327
0.013157894736842105,0.0,0.3671497584541063,0.005241945530069459,0.0077455456333433105,0.007745545633343318
0.013157894736842105,0.0,0.3671497584541063,0.005503474633112789,0.00695191080373033,0.00695191080373033
0.013157894736842105,0.0,0.3671497584541063,0.005503474633112789,0.00695191080373033,0.0069519108037303335
0.013157894736842105,0.0,0.3438914027149321,0.005478724061431345,0.00648411782946799,0.006484117829467987
0.013157894736842105,0.0,0.36893203883495146,0.00564970906011535,0.006556396277761332,0.00655639627776133
0.013157894736842105,0.0,0.36893203883495146,0.00564970906011535,0.006556396277761332,0.006556396277761332
0.013157894736842105,0.0,0.35185185185185186,0.005789642049724969,0.005820286625503779,0.005820286625503778
0.013157894736842105,0.0,0.3438914027149321,0.005478724061431345,0.00648411782946799,0.006484117829467987
0.013157894736842105,0.0,0.3671497584541063,0.005241945530069459,0.0077455456333433105,0.0077455456333433235
0.013157894736842105,0.0,0.35185185185185186,0.005789642049724969,0.005820286625503779,0.005820286625503781
0.02631578947368421,0.0,0.38,0.008528591769052123,0.0149117075213432,0.014911707521343218
0.013157894736842105,0.0,0.36893203883495146,0.00564970906011535,0.006556396277761332,0.006556396277761341
0.2631578947368421,0.2816441102756892,0.5757575757575758,0.08365743073915236,0.05844827284732531,0.058448272847325344
0.013157894736842105,0.0,0.36893203883495146,0.00564970906011535,0.006556396277761332,0.006556396277761326
0.013157894736842105,0.0,0.36363636363636365,0.005234698187034612,0.007166161887999888,0.007166161887999888
0.02631578947368421,0.0,0.3671497584541063,0.008451234372164091,0.012336424578192829,0.012336424578192834
0.02631578947368421,0.0,0.39790575916230364,0.009180381173494746,0.013040514107229322,0.013040514107229322
0.06578947368421052,0.0012865497076023388,0.4393063583815029,0.018831222752621838,0.03351799884473446,0.03351799884473447
0.013157894736842105,0.0,0.35185185185185186,0.005789642049724969,0.005820286625503779,0.005820286625503778
0.013157894736842105,0.0,0.35185185185185186,0.005789642049724969,0.005820286625503779,0.005820286625503781
0.013157894736842105,0.0,0.36893203883495146,0.00564970906011535,0.006556396277761332,0.006556396277761334
0.013157894736842105,0.0,0.35185185185185186,0.005789642049724969,0.005820286625503779,0.0058202866255037755
0.013157894736842105,0.0,0.3671497584541063,0.005241945530069459,0.0077455456333433105,0.007745545633343314
